Date,Symbol,Expiry,Open,High,Low,Close,Last,Settle Price,Number of Contracts,Turnover,Open Interest,Change in OI,Underlying
2020-07-17,WIPRO,2020-08-27,260.0,264.25,258.15,262.4,262.75,262.4,324,270680000.0,1491200,25600,
2020-07-16,WIPRO,2020-08-27,262.35,269.0,256.55,262.55,261.9,262.55,671,563627000.0,1465600,-35200,
2020-07-15,WIPRO,2020-08-27,237.7,266.45,237.7,264.15,264.8,264.15,1336,1111416000.0,1500800,1177600,
2020-07-14,WIPRO,2020-08-27,229.2,232.3,226.0,226.6,226.8,226.6,102,74734000.0,323200,28800,
2020-07-13,WIPRO,2020-08-27,224.95,230.05,224.35,229.1,228.8,229.1,100,72869000.0,294400,-6400,
2020-07-10,WIPRO,2020-08-27,222.15,224.45,222.15,223.3,223.3,223.35,12,8576000.0,300800,16000,
2020-07-09,WIPRO,2020-08-27,222.95,225.05,221.0,223.0,223.35,223.0,33,23535000.0,284800,51200,
2020-07-08,WIPRO,2020-08-27,226.5,228.2,224.55,224.8,224.95,224.8,31,22433000.0,233600,0,
2020-07-07,WIPRO,2020-08-27,224.45,228.3,224.45,226.05,225.4,226.05,26,18850000.0,233600,12800,224.9
2020-07-06,WIPRO,2020-08-27,226.7,227.0,223.25,224.05,224.35,224.05,30,21586000.0,220800,25600,
2020-07-03,WIPRO,2020-08-27,225.25,228.25,224.0,225.75,225.55,225.75,33,23828000.0,195200,3200,224.8
2020-07-02,WIPRO,2020-08-27,220.85,226.25,220.85,225.15,225.05,225.15,44,31639999.999999996,192000,19200,224.2
2020-07-01,WIPRO,2020-08-27,219.7,220.5,218.3,219.6,219.6,219.6,12,8424000.0,172800,6400,
2020-06-30,WIPRO,2020-07-30,219.0,221.45,217.4,219.1,219.25,219.1,1528,1073376000.0,25321600,19200,
2020-06-29,WIPRO,2020-07-30,222.8,225.15,218.05,219.15,218.8,219.15,2449,1734283000.0000002,25302400,489600,219.7
2020-06-26,WIPRO,2020-07-30,218.75,229.35,218.5,225.4,225.25,225.4,6417,4644686000.0,24812800,2204800,225.45
2020-06-25,WIPRO,2020-07-30,215.9,222.7,215.65,218.8,217.65,218.8,3191,2243828000.0,22608000,256000,218.2
2020-06-24,WIPRO,2020-07-30,220.9,223.1,217.75,218.7,218.7,218.7,3645,2560432000.0,22352000,5459200,218.2
2020-06-23,WIPRO,2020-07-30,214.15,222.45,213.8,221.0,220.55,221.0,3770,2652773000.0,16892800,7689600,
